NS,ND,NF,Entropy,LA,LD,LT,FIX,NDEV,AGE,REXP,EXP,condition,Loop,Lock,Function,Runtime,Cpu,Memory,IO,runeffect,cpueffect,memeffect,ioeffect
1,2,2,0.977417818,0.00204918,0.061503417,0.035064189,0,2,0.561661962,0,26,2,1,0,13,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0.000759301,0.017755636,1,2,0.559826457,24,139,0,0,1,0,0,0,0,0,not,not,not,not
1,2,2,0.869137581,0.00273224,0.019741838,0.188477997,1,2,0.497026148,177,402,3,1,0,11,0,0,0,0,impmedium,not,not,not
1,8,9,2.15012865,0.00273224,0.144267274,0.522450022,1,2,0.553608036,NA,NA,0,0,0,4,0,0,0,0,not,not,not,not
1,8,9,2.15012865,0.00273224,0.144267274,0.522450022,1,2,0.553608036,NA,NA,0,0,0,3,0,0,0,0,not,not,not,not
1,8,9,2.15012865,0.00273224,0.144267274,0.522450022,1,2,0.553608036,NA,NA,0,0,0,2,0,0,0,0,not,not,not,not
1,3,3,0.461881705,0.004781421,0.023538345,0.079644887,1,2,0.532808961,76,428,1,0,0,7,0,0,0,0,not,not,not,not
1,6,6,1.872171405,0.012978142,0.067577828,0.158906559,1,1,0.530734046,76,82,0,0,0,4,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0,0.075365651,1,1,0.529690539,46,46,0,2,0,2,0,0,0,0,not,not,not,not
1,2,2,0.811278124,0.00204918,0.027334852,0.069361947,1,2,0.529052781,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,2,2,0.811278124,0.00204918,0.027334852,0.069361947,1,2,0.529052781,NA,NA,0,0,0,14,0,0,0,0,not,not,not,not
1,1,1,0,0.003415301,0.000759301,0.0134764,1,2,0.522708636,NA,NA,0,0,0,1,0,0,0,0,not,not,not,not
1,2,2,0.908178347,0.006147541,0.044039484,0.397585744,1,2,0.519724392,NA,NA,4,0,0,10,0,0,0,0,not,not,not,not
1,1,1,0,0.00136612,0,0.041451108,1,1,0.519202094,76,428,0,0,0,3,0,0,0,0,not,not,not,not
2,3,4,0.635349478,0.00204918,0.082763857,0.141598007,1,2,0.512149812,76,428,0,0,0,2,0,0,0,0,not,not,not,not
1,1,1,0,0.045081967,0.032649962,0.389155011,1,2,0.509463502,49,96,14,0,0,65,0,0,0,0,not,not,not,not
1,2,2,0.811278124,0.00136612,0.031131359,0.127929999,1,2,0.508291764,55,179,3,0,0,9,0,0,0,0,not,not,not,not
1,1,1,0,0.00136612,0.01063022,0.02618637,1,2,0.507538497,44,74,0,0,0,0,0,0,0,0,not,not,not,not
1,2,2,0.745517843,0.007513661,0.01594533,0.078942326,1,2,0.506122075,52,331,2,0,0,4,0,0,0,0,not,not,not,not
1,1,2,0.845350937,0.004781421,0.01063022,0.188988951,1,2,0.505616109,46,46,0,0,0,0,0,0,0,0,not,not,not,not
2,14,18,3.411405826,0.077868852,0.024297646,0.485214281,1,2,0.504703024,0,8,0,0,0,2,0,0,0,0,not,not,not,not
2,14,18,3.411405826,0.022540984,0.085801063,0.480104745,0,2,0.502034306,0,8,0,0,0,2,0,0,0,0,impmedium,not,not,not
1,3,3,1.544962383,0.014344262,0.023538345,0.129909944,0,2,0.501140464,15,742,0,0,0,0,0,0,0,0,not,impmedium,not,not
1,2,2,0.773226674,0.006147541,0.025816249,0.030657214,0,2,0.501131839,76,82,1,0,0,4,0,0,0,0,not,not,not,not
2,6,6,2.539642292,0.016393443,0.016704632,0.301334866,0,2,0.499462624,NA,NA,1,0,0,1,0,0,0,0,not,not,not,not
2,6,6,2.539642292,0.016393443,0.016704632,0.301334866,1,2,0.499462624,NA,NA,0,0,0,1,0,0,0,0,not,not,not,not
1,2,5,1.932351156,0.006147541,0.034168565,0.35345213,1,2,0.493735465,81,261,2,0,0,3,0,0,0,0,not,not,not,not
1,3,5,1.337163656,0.007513661,0.088078967,0.10091333,1,2,0.492675957,55,179,2,0,0,2,0,0,0,0,not,not,not,not
1,6,12,2.498290612,0.051229508,0.227790433,0.435971131,0,2,0.492461271,55,179,0,0,0,0,0,0,0,0,not,not,not,not
1,6,12,2.498290612,0.051229508,0.227790433,0.435971131,0,2,0.492461271,55,179,2,0,0,2,0,0,0,0,not,not,not,not
1,2,2,0.604373242,0.006830601,0.07896735,0.181452386,0,2,0.491423709,NA,NA,3,0,0,10,0,0,0,0,not,not,not,not
1,10,14,3.507497071,0.030054645,0.110098709,0.32886249,1,2,0.48591898,15,742,1,0,0,2,0,0,0,0,not,not,not,not
1,10,14,3.507497071,0.030054645,0.110098709,0.32886249,0,2,0.48591898,15,742,1,0,0,9,0,0,0,0,not,not,not,not
1,10,14,3.507497071,0.030054645,0.110098709,0.32886249,0,2,0.48591898,15,742,0,0,0,3,0,0,0,0,not,not,not,not
1,1,1,0,0.00204918,0.00531511,0.025994763,0,1,0.475479481,61,187,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.008196721,0.009870919,0.025867024,1,1,0.475439943,46,46,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.006830601,0.008352316,0.025739286,1,2,0.485285969,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,4,4,1.218939882,0.00204918,0.134396355,0.190521811,1,2,0.48513431,NA,NA,1,0,0,1,0,0,0,0,not,not,not,not
2,4,4,1.218939882,0.00204918,0.134396355,0.190521811,1,2,0.48513431,NA,NA,0,0,0,0,0,0,0,0,not,impmedium,not,not
1,5,19,4.32830602,0.018442623,0.047076689,0.105767388,1,2,0.484248836,81,261,0,0,0,0,1,0,0,0,regmedium,not,not,not
1,3,3,1.389522549,0.007513661,0.090356872,0.080539056,0,2,0.483651803,NA,NA,2,1,0,4,0,0,0,0,not,not,not,not
1,5,7,2.132821102,0.047131148,0.091875475,0.264610079,1,1,0.483185241,52,331,0,0,0,2,0,0,0,0,not,not,not,not
1,3,4,1.795726957,0.107923497,0.13135915,0.175257074,0,2,0.48317039,0,126,12,0,0,45,0,1,0,0,not,regmedium,not,not
1,3,3,0.899939119,0.004781421,0.088838269,0.209554832,1,1,0.47983092,NA,NA,2,0,0,13,0,0,0,0,not,not,not,not
1,1,1,0,0.00136612,0.015186029,0.388005365,1,2,0.479798648,46,46,5,0,0,10,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0,0.063166635,1,2,0.479933351,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.013661202,0.014426727,0.060547998,1,2,0.46398812,NA,NA,18,0,0,40,0,0,0,0,not,not,not,not
1,4,4,1.490104459,0.012295082,0.055429005,0.18113304,0,2,0.475888558,0,26,0,0,0,2,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0.004555809,0.025483809,1,2,0.472503335,177,402,0,0,0,4,0,1,0,0,not,regmedium,not,not
1,1,1,0,0.010245902,0.002277904,0.005684358,0,2,0.448112718,62,93,1,0,0,8,0,0,0,0,not,impmedium,not,not
1,2,4,1.22485703,0.015710383,0.139711465,0.516063103,1,2,0.4699984,3,384,0,0,0,22,0,0,0,0,not,not,not,not
1,3,6,1.755832884,0.023907104,0.054669704,0.071022546,1,2,0.46957682,70,349,0,0,0,0,0,0,0,0,not,not,not,not
1,3,6,1.755832884,0.023907104,0.054669704,0.071022546,1,2,0.46957682,70,349,0,0,0,4,1,0,0,0,reglarge,not,not,not
1,1,2,0.258018669,0.006830601,0.009111617,0.397074791,1,2,0.469577298,3,384,3,0,0,13,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0,0.07389666,1,2,0.456402102,0,26,0,0,0,1,0,0,0,0,impmedium,not,not,not
1,3,3,0.823631123,0.00136612,0.037205771,0.090247174,1,1,0.464274886,0,1,0,0,0,3,0,0,0,0,not,not,not,not
2,4,6,1.388570777,0.010245902,0.075930144,0.158203998,1,2,0.462577155,0,1,0,0,0,2,0,0,0,0,implarge,not,not,not
1,3,3,0.46708144,0.004781421,0.069855733,0.02937983,1,2,0.457184901,0,26,0,0,0,6,0,0,0,0,not,not,not,not
1,4,5,1.456095595,0.030737705,0.078208049,0.090183305,1,2,0.463886362,0,160,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0.003037206,0.021651657,1,2,0.462548003,NA,NA,1,0,0,4,0,0,0,0,not,not,not,not
2,3,4,1.077581784,0.049180328,0.225512528,0.07945328,1,2,0.461522724,76,428,0,0,0,2,1,0,0,0,regmedium,not,not,not
2,3,4,1.728319229,0.00204918,0.018223235,0.236507632,1,2,0.460840179,49,96,0,0,0,2,0,0,0,0,not,not,not,not
1,1,1,0,0.004098361,0.000759301,0.084946031,1,2,0.457713683,80,269,0,0,2,2,0,0,0,0,not,not,not,not
1,1,1,0,0,0.003796507,0.021268442,0,2,0.457292911,NA,NA,1,0,0,1,0,0,0,0,not,not,not,not
1,2,2,0.160823021,0.00204918,0.061503417,0.091780034,1,2,0.456891602,53,58,0,0,0,2,0,0,0,0,not,not,not,not
2,5,8,2.875,0.007513661,0.003037206,0.057354538,1,1,0.455930757,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.00273224,0.00531511,0.02465351,1,2,0.454992287,NA,NA,1,0,0,3,0,0,0,0,not,not,not,not
1,5,11,2.464794319,0.035519126,0.229309036,0.691447915,1,2,0.452943063,30,431,0,0,0,5,0,0,0,0,not,not,not,not
1,5,11,2.464794319,0.035519126,0.229309036,0.691447915,1,2,0.452943063,30,431,0,0,0,4,0,0,0,0,not,not,not,not
1,5,11,2.464794319,0.035519126,0.229309036,0.691447915,1,2,0.452943063,30,431,0,0,0,3,0,0,0,0,not,not,not,not
1,5,11,2.464794319,0.035519126,0.229309036,0.691447915,1,2,0.452943063,30,431,11,2,0,36,0,0,0,0,not,not,not,not
1,1,2,0.918295834,0.00068306,0.003037206,0.27003896,1,2,0.450508384,62,93,2,0,0,2,0,0,0,0,not,not,not,not
1,1,1,0,0.004781421,0.007593014,0.009133295,1,2,0.449951759,80,269,0,0,0,16,0,0,0,0,not,not,not,not
1,2,2,0.949124052,0.042349727,0.047076689,0.394520023,1,2,0.449430954,0,82,1,0,0,4,0,0,0,0,not,not,not,not
2,3,5,1.711121078,0.004781421,0.060744115,0.136999425,1,2,0.919564301,48,106,0,0,0,0,0,0,0,0,implarge,not,not,not
2,3,5,1.711121078,0.004781421,0.060744115,0.136999425,0,2,0.919564301,48,106,0,0,0,4,0,0,0,0,implarge,not,not,not
2,3,5,1.711121078,0.004781421,0.060744115,0.136999425,0,2,0.919564301,48,106,0,0,0,2,0,0,0,0,implarge,not,not,not
1,2,3,1.095198332,0.00273224,0.044039484,0.477805454,0,1,0.973023755,96,307,0,0,0,2,0,0,0,0,not,not,not,not
1,1,1,0,0.012978142,0.009870919,0.016095037,1,2,0.806363786,46,46,3,0,4,11,0,0,0,0,not,not,not,not
1,2,3,1.583917789,0.007513661,0.018982536,0.075876605,1,2,0.463243075,0,26,0,0,0,0,0,0,0,0,impmedium,not,not,not
1,1,1,0,0.00068306,0.001518603,0.097975346,1,2,0.773107513,NA,NA,0,0,0,2,0,0,0,0,not,not,not,not
1,3,3,1.294302404,0.00136612,0.056188307,0.155457623,1,2,1,80,269,0,0,0,0,0,0,0,0,not,not,not,not
1,3,4,0.822574663,0.00136612,0.041002278,0.213578591,1,2,0.973516326,46,46,1,0,0,3,0,0,0,0,not,not,not,not
1,3,4,1.81240505,0.025273224,0.022779043,0.5631347,1,2,0.942136736,2,69,0,0,0,2,1,0,0,0,regmedium,not,not,not
1,3,4,1.81240505,0.025273224,0.022779043,0.5631347,0,2,0.942136736,2,69,0,0,0,9,0,0,0,0,not,not,not,not
1,3,4,1.81240505,0.025273224,0.022779043,0.5631347,0,2,0.942136736,2,69,0,0,0,0,0,0,0,0,not,not,not,not
1,2,3,1.258040254,0.009562842,0.011389522,0.040748547,0,2,0.907557236,3,3,0,0,0,2,0,0,0,0,not,not,not,not
1,1,2,0.362051252,0.00273224,0.018223235,0.171233314,1,2,0.891696673,24,139,2,0,0,2,0,0,0,0,not,not,not,not
1,2,2,0.487917993,0.00204918,0.047076689,0.144983075,1,2,0.837118378,46,46,2,0,0,7,0,0,0,0,not,not,not,not
1,1,1,0,0.00273224,0.002277904,0.097975346,1,2,0.819598069,43,88,0,0,0,0,0,0,0,0,not,not,not,not
1,2,2,0.949452015,0.012295082,0.028853455,0.174618382,1,1,0.728185294,55,55,3,0,1,9,0,0,0,0,not,not,not,not
1,1,1,0,0.00273224,0,0.011560324,1,2,0.801007132,43,88,0,0,0,0,0,0,0,0,not,not,not,not
1,3,3,1.140192407,0.077868852,0.110858011,0.187200613,0,2,0.794708288,43,88,0,0,0,7,0,0,0,0,not,not,not,not
1,2,2,1,0.00136612,0.00531511,0.077409465,1,2,0.788107595,80,269,2,0,0,0,0,0,0,0,not,not,not,not
1,2,2,1,0.00136612,0.00531511,0.077409465,1,2,0.788107595,80,269,2,0,0,0,0,0,0,0,not,not,not,not
1,7,10,2.8032633,0.023907104,0.053151101,0.339081561,1,2,0.787658233,15,36,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0.003796507,0.033148113,1,2,0.780886026,15,36,0,0,0,4,0,0,0,0,not,not,not,not
1,3,5,1.722381174,0.016393443,0.079726651,0.396563837,0,2,0.772691953,6,25,3,0,0,4,0,0,0,0,impmedium,not,not,not
1,3,5,1.722381174,0.016393443,0.079726651,0.396563837,1,2,0.772691953,6,25,1,0,1,6,0,0,0,0,not,not,not,not
1,1,1,0,0,0.00531511,0.044069745,1,2,0.765377703,0,8,1,0,0,1,0,0,0,0,not,not,not,not
1,2,5,2.095933999,0.003415301,0.042520881,0.076323689,1,2,0.761663019,0,8,3,0,0,3,0,0,0,0,not,not,not,not
1,2,5,2.095933999,0.003415301,0.042520881,0.076323689,1,2,0.761663019,0,8,2,0,0,2,0,0,0,0,not,not,not,not
2,3,5,1.495227447,0.00273224,0.14198937,0.104362266,1,2,0.528248341,0,1,0,0,0,0,0,0,0,0,not,not,not,not
1,7,7,2.456652554,0.032786885,0.167805619,0.206042026,0,2,0.583710153,0,8,5,2,0,25,0,0,0,0,not,not,not,not
1,1,1,0,0.023224044,0.028853455,0.107555726,0,2,0.747112813,46,46,10,0,4,24,0,0,0,0,not,not,not,not
1,1,1,0,0.004098361,0.007593014,0.044708437,1,2,0.745876102,NA,NA,0,0,0,7,0,0,0,0,not,not,not,not
1,2,2,0.863120569,0.030054645,0.114654518,0.100977199,1,2,0.74546475,43,88,3,3,2,39,0,0,0,0,not,not,not,not
1,3,3,1.188613659,0.032103825,0.150341686,0.199846714,1,2,0.742096042,NA,NA,0,0,0,5,0,0,0,0,not,not,not,not
1,3,6,0.884928953,0.008879781,0.251328778,0.319665325,1,1,0.736615682,76,82,2,0,0,4,0,0,0,0,not,not,not,not
1,3,6,0.884928953,0.008879781,0.251328778,0.319665325,0,1,0.736615682,76,82,2,0,0,4,0,0,0,0,not,not,not,not
1,1,1,0,0,0,0.028102446,0,1,0.736439079,80,269,0,0,0,0,1,0,0,0,reglarge,not,not,not
1,2,2,0.869137581,0.00273224,0.019741838,0.186753529,0,2,0.577520053,177,402,3,1,0,11,0,0,0,0,not,not,not,not
1,1,1,0,0.00204918,0.025056948,0.053586255,1,2,0.633218596,NA,NA,7,0,0,6,0,0,0,0,not,not,not,not
1,8,9,2.033139055,0.003415301,0.160971906,0.478508016,0,2,0.568388024,NA,NA,0,0,0,4,0,0,0,0,not,not,not,not
1,8,9,2.033139055,0.003415301,0.160971906,0.478508016,1,2,0.568388024,NA,NA,0,0,0,3,0,0,0,0,not,impmedium,not,not
1,8,9,2.033139055,0.003415301,0.160971906,0.478508016,1,2,0.568388024,NA,NA,0,0,0,2,0,0,0,0,not,not,not,not
1,3,7,1.984321217,0.071038251,0.149582384,0.346362649,1,2,0.520126495,70,349,6,4,0,43,0,0,0,0,not,not,not,not
1,3,7,1.984321217,0.071038251,0.149582384,0.346362649,1,2,0.520126495,70,349,0,0,0,0,0,0,0,0,not,not,not,not
1,1,1,0,0.018442623,0.01063022,0.065274318,1,2,0.703947486,9,189,2,0,0,15,0,0,0,0,implarge,not,not,not
2,5,11,2.571438324,0.140710383,0.212604404,0.539056013,1,2,0.699552191,46,46,1,0,0,1,0,0,0,0,not,not,not,not
2,5,11,2.571438324,0.140710383,0.212604404,0.539056013,0,2,0.699552191,46,46,0,0,0,1,0,0,0,0,not,not,not,not
2,5,11,2.571438324,0.140710383,0.212604404,0.539056013,0,2,0.699552191,46,46,0,0,0,0,0,0,0,0,not,not,not,not
1,2,3,1.058958257,0.012978142,0.053910402,0.253049754,0,2,0.697780006,68,68,4,2,0,24,0,0,0,0,not,not,not,not
2,4,3,1.187993235,0.084016393,0.271070615,0.059079006,1,1,0.694817305,NA,NA,0,0,0,1,0,0,0,0,not,not,not,not
1,1,1,0,0.003415301,0.003037206,0.170019799,1,1,0.691357286,0,732,1,0,0,3,0,0,0,0,not,not,not,not
1,1,1,0,0.00204918,0.003037206,0.169892061,0,2,0.691521998,0,732,0,0,0,2,1,0,0,0,reglarge,not,not,not
1,1,1,0,0.003415301,0.001518603,0.170019799,0,2,0.678108898,0,732,0,0,0,2,0,0,0,0,implarge,not,not,not
1,4,5,1.26890834,0.00136612,0.129081245,0.371207766,0,2,0.679124084,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,4,5,1.26890834,0.00136612,0.129081245,0.371207766,1,2,0.679124084,NA,NA,0,0,0,2,0,0,0,0,not,not,not,not
1,4,5,1.26890834,0.00136612,0.129081245,0.371207766,1,2,0.679124084,NA,NA,1,0,0,2,0,0,0,0,not,not,not,not
2,4,3,1.567549932,0.023907104,0.236142749,0.04528326,1,1,0.690600998,0,26,3,0,0,4,0,0,0,0,not,not,not,not
2,5,4,1.831010238,0.009562842,0.213363705,0.057929361,1,1,0.690594967,177,402,0,0,0,0,0,0,0,0,not,not,not,not
1,2,2,0.977417818,0.00204918,0.061503417,0.035064189,1,1,0.690579736,0,26,2,1,0,13,0,0,0,0,not,not,not,not
1,3,3,0.752264274,0.006147541,0.09491268,0.231461966,1,2,0.690338197,37,73,0,0,0,7,0,0,0,0,not,not,not,not
1,1,1,0,0.00068306,0.007593014,0.014753784,1,2,0.68613164,NA,NA,0,0,0,6,0,0,0,0,not,not,impmedium,not
1,2,2,0.566509507,0.00068306,0.009870919,0.112856869,0,2,0.685752891,NA,NA,0,0,0,2,1,0,0,0,regmedium,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,impmedium,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,5,17,3.562315541,0.06420765,0.062262718,0.15724596,1,2,0.502188412,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,2,2,0.954434003,0.00204918,0.009111617,0.040940155,1,2,0.514833675,76,82,0,0,0,1,0,0,0,0,not,not,not,not
1,2,2,1,0.00204918,0.003037206,0.055246854,1,2,0.514802137,15,36,0,0,0,0,0,0,0,0,implarge,not,not,not
1,1,1,0,0.00204918,0.006833713,0.053139171,0,1,0.664935257,61,187,1,0,0,6,0,0,0,0,not,not,not,not
1,1,1,0,0.00136612,0.056947608,0.061697643,1,2,0.648749478,76,82,6,0,0,20,1,0,0,0,reglarge,not,not,not
2,6,7,2.085484585,0.004098361,0.051632498,0.108194418,1,1,0.641734362,NA,NA,0,0,0,1,0,1,1,1,not,reglarge,reglarge,reglarge
1,3,5,1.467341132,0.032786885,0.155656796,0.123714632,1,1,0.641720257,44,74,0,0,0,8,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00068306,0,0.074726959,1,2,0.633660814,NA,NA,0,0,0,2,0,1,1,1,not,regmedium,regmedium,regmedium
1,1,1,0,0.00068306,0,0.0555662,1,1,0.474750535,NA,NA,0,0,0,0,0,0,0,1,not,implarge,implarge,implarge
1,2,2,0.522559375,0.004781421,0.006833713,0.094207064,1,1,0.609023447,52,331,0,0,0,0,0,0,1,1,not,not,regmedium,regmedium
1,2,2,0.992774454,0.00136612,0.012908125,0.093376764,1,2,0.606372125,52,331,0,0,0,2,1,0,0,1,regmedium,implarge,reglarge,reglarge
2,5,8,2.885372174,0.00204918,0.029612756,0.144152775,1,1,0.602772338,0,8,0,0,0,1,0,0,0,1,not,implarge,implarge,implarge
2,5,8,2.885372174,0.00204918,0.029612756,0.144152775,0,1,0.602772338,0,8,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,5,13,2.794746552,0.058743169,0.358390281,0.282301846,0,2,0.434155483,37,73,0,0,0,1,0,0,0,1,not,implarge,reglarge,reglarge
1,5,13,2.794746552,0.058743169,0.358390281,0.282301846,0,2,0.434155483,37,73,0,0,0,2,0,1,1,1,not,regmedium,regmedium,regmedium
1,2,6,1.780318167,0.030054645,0.122247532,0.035000319,0,2,0.457370178,0,8,0,0,0,0,0,0,0,1,not,implarge,implarge,implarge
1,3,3,1.521928095,0.003415301,0.003037206,0.104745481,0,2,0.462697888,0,8,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,3,3,1.521928095,0.003415301,0.003037206,0.104745481,0,2,0.462697888,0,8,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,13,19,3.930034356,0.023224044,0.104024298,0.428179089,0,2,0.514941648,0,8,0,0,0,2,0,1,1,1,not,reglarge,reglarge,reglarge
1,13,19,3.930034356,0.023224044,0.104024298,0.428179089,0,2,0.514941648,0,8,1,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,13,19,3.930034356,0.023224044,0.104024298,0.428179089,0,2,0.514941648,0,8,1,0,0,10,0,0,0,0,not,not,not,not
1,2,3,0.940264857,0.017759563,0.058466211,0.12946286,0,2,0.586322524,96,307,3,2,0,7,0,0,0,0,not,implarge,not,not
1,1,1,0,0.00273224,0.004555809,0.067382002,1,2,0.581514175,80,269,2,0,0,2,0,0,0,1,not,implarge,implarge,implarge
2,9,12,3.187273474,0.058060109,0.051632498,0.41067893,1,2,0.575918796,52,331,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,7,9,1.996032981,0.008196721,0.108580106,0.415469119,1,2,0.443887518,10,11,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,6,8,2.234820774,0.013661202,0.045558087,0.319026633,0,2,0.337276943,NA,NA,0,0,0,1,0,0,1,1,not,not,reglarge,reglarge
1,2,3,1.325011211,0.00068306,0.007593014,0.621511145,0,2,0.484260616,NA,NA,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,2,3,1.325011211,0.00068306,0.007593014,0.621511145,1,2,0.484260616,NA,NA,0,0,0,1,0,0,1,1,impmedium,implarge,reglarge,reglarge
1,1,2,0.831474388,0.00273224,0.01063022,0.467458645,1,2,0.602575428,30,431,1,0,0,2,1,0,0,1,regmedium,implarge,reglarge,reglarge
1,1,2,0.831474388,0.00273224,0.01063022,0.467458645,0,2,0.602575428,30,431,2,0,0,8,1,1,0,1,regmedium,regmedium,implarge,implarge
1,6,10,2.624428409,0.271857923,0.390280942,0.405633263,0,4,0.387020857,0,1,4,6,0,248,0,0,0,1,not,implarge,reglarge,reglarge
1,6,10,2.624428409,0.271857923,0.390280942,0.405633263,0,4,0.387020857,0,1,4,0,0,14,0,0,0,1,not,not,impmedium,impmedium
1,5,10,2.380091214,0.06420765,0.220197418,0.308871431,0,1,0.434574567,55,179,0,0,0,0,0,0,0,1,not,implarge,not,regmedium
1,5,10,2.380091214,0.06420765,0.220197418,0.308871431,0,1,0.434574567,55,179,2,2,0,9,0,0,0,1,not,implarge,not,reglarge
1,5,10,2.380091214,0.06420765,0.220197418,0.308871431,0,1,0.434574567,55,179,2,0,0,2,0,0,1,1,not,implarge,reglarge,reglarge
1,3,15,2.992879168,0.368852459,0.308276386,0.397202529,0,1,0.386900002,55,179,9,2,2,74,0,0,0,1,not,implarge,reglarge,reglarge
1,3,15,2.992879168,0.368852459,0.308276386,0.397202529,0,1,0.386900002,55,179,4,0,4,32,0,0,1,1,impmedium,implarge,reglarge,reglarge
1,3,15,2.992879168,0.368852459,0.308276386,0.397202529,0,1,0.386900002,55,179,0,0,0,4,0,0,0,1,not,implarge,reglarge,reglarge
1,15,15,3.633723669,0.077868852,0.246772969,0.38921888,0,1,0.382072056,55,179,2,0,0,3,0,1,0,0,not,regmedium,not,not
1,3,3,1.499423342,0.034153005,0.263477601,0.014370569,0,1,0.379471845,55,179,0,0,0,51,0,0,0,0,not,implarge,not,not
1,3,5,1.693448466,0.093579235,0.067577828,0.216963658,0,1,0.37430596,55,179,6,0,2,85,0,1,0,1,not,reglarge,implarge,implarge
1,3,5,1.693448466,0.093579235,0.067577828,0.216963658,0,1,0.37430596,55,179,1,0,0,21,0,0,0,1,not,implarge,reglarge,reglarge
1,1,3,1.267443804,0.013661202,0.012908125,0.157437568,0,1,0.343135992,76,82,0,0,0,9,0,0,1,1,not,implarge,reglarge,reglarge
1,1,3,1.267443804,0.013661202,0.012908125,0.157437568,1,1,0.343135992,76,82,0,0,0,3,0,0,1,1,not,implarge,reglarge,reglarge
2,11,16,2.744527407,0.030737705,0.311313591,0.411636967,1,2,0.416066096,55,179,0,0,0,1,0,0,0,1,not,implarge,reglarge,reglarge
2,11,16,2.744527407,0.030737705,0.311313591,0.411636967,0,2,0.416066096,55,179,1,0,0,5,0,0,1,1,not,implarge,reglarge,reglarge
2,11,16,2.744527407,0.030737705,0.311313591,0.411636967,0,2,0.416066096,55,179,5,2,1,22,0,1,0,1,not,regmedium,impmedium,impmedium
2,11,16,2.744527407,0.030737705,0.311313591,0.411636967,0,2,0.416066096,55,179,0,0,0,23,0,0,0,1,not,implarge,reglarge,reglarge
2,11,16,2.744527407,0.030737705,0.311313591,0.411636967,0,2,0.416066096,55,179,2,0,0,18,0,1,0,1,not,reglarge,implarge,implarge
1,12,18,2.781532858,0.18852459,0.390280942,0.549466692,0,2,0.472034131,NA,NA,0,0,0,5,0,0,0,1,not,implarge,reglarge,reglarge
1,6,6,1.872171405,0.012978142,0.067577828,0.156287922,1,2,0,76,82,0,0,0,4,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00068306,0,0.074790828,1,2,0.526481148,46,46,0,2,0,2,1,0,1,1,regmedium,impmedium,regmedium,regmedium
